#;Foldername;Flight Field ID;Project;Route type (MS, 3D, Thermal, RGB);Drone Model;Drone Pilot;Reflectance Panel (New/Old);Flight Date;Flight Start;Flight End;Wind Speed;Flight Comments;Step 1 P4D Proj.;Done by;Workable Data;P4D Processing;Done by;PC Used;Processing Comments;Flight Height;Side Overlap;Front Overlap;Wind (m/s);Drone type;New folder name;Root Folder;Flight path;Pix4D path
45;DJI_202505061230_010_25-DiversityOats-02-RGB-Vertical-20m-8085;DiversityOats;DiversityOats;3D;M3M-2;;;6-May-2025;;;;;;;;;;;;20m;85;80;;M3M-2;20250506 DiversityOats M3M-2 20m 3D 85 80;P:\PheNo\DiversityOats\1_flights\DiversityOats\3D\;P:\PheNo\DiversityOats\1_flights\DiversityOats\3D\20250506 DiversityOats M3M-2 20m 3D 85 80;P:\PheNo\DiversityOats\2_1_pix4d\DiversityOats\3D\20250506 DiversityOats M3M-2 20m 3D 85 80
46;DJI_202505061151_008_25-PROBARVOLL-01-RGB-Horizontal-20m-8085;ProBarVoll;ProteinBar - Vollebekk;3D;M3M-2;;;6-May-2025;;;;;;;;;;;;20m;85;80;;M3M-2;20250506 ProBarVoll M3M-2 20m 3D 85 80;P:\PheNo\ProteinBar\1_flights\ProBarVoll\3D\;P:\PheNo\ProteinBar\1_flights\ProBarVoll\3D\20250506 ProBarVoll M3M-2 20m 3D 85 80;P:\PheNo\ProteinBar\2_1_pix4d\ProBarVoll\3D\20250506 ProBarVoll M3M-2 20m 3D 85 80
47;DJI_202505061125_001_25-PROBARVOLL-MS-20m-8085;ProBarVoll;ProteinBar - Vollebekk;MS;M3M-2;;;6-May-2025;;;;;;;;;;;;20m;80;80;;M3M-2;20250506 ProBarVoll M3M-2 20m MS 80 80;P:\PheNo\ProteinBar\1_flights\ProBarVoll\MS\;P:\PheNo\ProteinBar\1_flights\ProBarVoll\MS\20250506 ProBarVoll M3M-2 20m MS 80 80;P:\PheNo\ProteinBar\2_1_pix4d\ProBarVoll\MS\20250506 ProBarVoll M3M-2 20m MS 80 80
48;DJI_202505071246_001_25-G2BOatFrontiers-Vertical-20m-80-85;G2BOatFrontiers;Gene2Bread;3D;M3M-1;;;7-May-2025;;;;;;;;;;;;20m;85;80;;M3M-1;20250507 G2BOatFrontiers M3M-1 20m 3D 85 80;P:\PheNo\Gene2Bread\1_flights\G2BOatFrontiers\3D\;P:\PheNo\Gene2Bread\1_flights\G2BOatFrontiers\3D\20250507 G2BOatFrontiers M3M-1 20m 3D 85 80;P:\PheNo\Gene2Bread\2_1_pix4d\G2BOatFrontiers\3D\20250507 G2BOatFrontiers M3M-1 20m 3D 85 80
49;DJI_202505081135_001_25-SmartWheatGram-Vertical-20m-80-85;SmartWheatGram;SmartWheat - Graminor;3D;M3M-1;;;8-May-2025;;;;Incomplete;;;;;;;;20m;85;80;;M3M-1;20250508 SmartWheatGram M3M-1 20m 3D 85 80;P:\PheNo\SmartWheat\1_flights\SmartWheatGram\3D\;P:\PheNo\SmartWheat\1_flights\SmartWheatGram\3D\20250508 SmartWheatGram M3M-1 20m 3D 85 80;P:\PheNo\SmartWheat\2_1_pix4d\SmartWheatGram\3D\20250508 SmartWheatGram M3M-1 20m 3D 85 80
50;DJI_202505091239_003_25-Soraas-Horizontal-20m-80-8;ProBarSørås;ProteinBar - Søråsjordet;3D;M4T;;;9-May-2025;;;;;;;;;;;;20m;80;85;;M4T;20250509 ProBarSørås M4T 20m 3D 80 85;P:\PheNo\ProteinBar\1_flights\ProBarSørås\3D\;P:\PheNo\ProteinBar\1_flights\ProBarSørås\3D\20250509 ProBarSørås M4T 20m 3D 80 85;P:\PheNo\ProteinBar\2_1_pix4d\ProBarSørås\3D\20250509 ProBarSørås M4T 20m 3D 80 85
51;DJI_202505091216_001_25-SmartwheatBox-Thermal-20m-80-85;SmartWheatBox;SmartWheat - DroughtBOX;Thermal;M4T;;;9-May-2025;;;;;;;;;;;;20m;85;80;;M4T;20250509 SmartWheatBox M4T 20m Thermal 85 80;P:\PheNo\SmartWheat\1_flights\SmartWheatBox\Thermal\;P:\PheNo\SmartWheat\1_flights\SmartWheatBox\Thermal\20250509 SmartWheatBox M4T 20m Thermal 85 80;P:\PheNo\SmartWheat\2_1_pix4d\SmartWheatBox\Thermal\20250509 SmartWheatBox M4T 20m Thermal 85 80
52;DJI_202505091301_004_25-Søråsjordet-Vertical-20m-80-85 M3M_1;ProBarSørås;ProteinBar - Søråsjordet;3D;M3M-1;;;9-May-2025;;;;;;;;;;;;20m;85;80;;M3M-1;20250509 ProBarSørås M3M-1 20m 3D 85 80;P:\PheNo\ProteinBar\1_flights\ProBarSørås\3D\;P:\PheNo\ProteinBar\1_flights\ProBarSørås\3D\20250509 ProBarSørås M3M-1 20m 3D 85 80;P:\PheNo\ProteinBar\2_1_pix4d\ProBarSørås\3D\20250509 ProBarSørås M3M-1 20m 3D 85 80
53;DJI_202505091233_001_25-Soraas-Vertical-20m-80-85 M3M_1;ProBarSørås;ProteinBar - Søråsjordet;3D;M3M-1;;;9-May-2025;;;;Incomelete;;;;;;;;20m;85;80;;M3M-1;20250509 ProBarSørås M3M-1 20m 3D 85 80;P:\PheNo\ProteinBar\1_flights\ProBarSørås\3D\;P:\PheNo\ProteinBar\1_flights\ProBarSørås\3D\20250509 ProBarSørås M3M-1 20m 3D 85 80;P:\PheNo\ProteinBar\2_1_pix4d\ProBarSørås\3D\20250509 ProBarSørås M3M-1 20m 3D 85 80
54;DJI_202505091211_002_25-G2BOatFrontiers-MS-30m-80-85;G2BOatFrontiers;Gene2Bread;MS;M3M-2;;;9-May-2025;;;;;;;;;;;;30m;85;80;;M3M-2;20250509 G2BOatFrontiers M3M-2 30m MS 85 80;P:\PheNo\Gene2Bread\1_flights\G2BOatFrontiers\MS\;P:\PheNo\Gene2Bread\1_flights\G2BOatFrontiers\MS\20250509 G2BOatFrontiers M3M-2 30m MS 85 80;P:\PheNo\Gene2Bread\2_1_pix4d\G2BOatFrontiers\MS\20250509 G2BOatFrontiers M3M-2 30m MS 85 80
55;DJI_202505161137_002_25-G2BOatFrontiers-MS-30m-80-85;G2BOatFrontiers;Gene2Bread;MS;M3M-1;;;16-May-2025;;;;;;;;;;;;20m;85;80;;M3M-1;20250516 G2BOatFrontiers M3M-1 20m MS 85 80;P:\PheNo\Gene2Bread\1_flights\G2BOatFrontiers\MS\;P:\PheNo\Gene2Bread\1_flights\G2BOatFrontiers\MS\20250516 G2BOatFrontiers M3M-1 20m MS 85 80;P:\PheNo\Gene2Bread\2_1_pix4d\G2BOatFrontiers\MS\20250516 G2BOatFrontiers M3M-1 20m MS 85 80
56;DJI_202505161221_003_25-SmartWheatGram-Oblique-30m-75-70-M3M;SmartWheatGram;SmartWheat - Graminor;3D;M4T;;;16-May-2025;;;;;;;;;;;;30m;75;70;;M4T;20250516 SmartWheatGram M4T 30m 3D 75 70;P:\PheNo\SmartWheat\1_flights\SmartWheatGram\3D\;P:\PheNo\SmartWheat\1_flights\SmartWheatGram\3D\20250516 SmartWheatGram M4T 30m 3D 75 70;P:\PheNo\SmartWheat\2_1_pix4d\SmartWheatGram\3D\20250516 SmartWheatGram M4T 30m 3D 75 70
57;DJI_202505161221_004_25-PROBARVOLL-Oblique-30m-75-70-M3M;ProBarVoll;ProteinBar - Vollebekk;3D;M4T;;;16-May-2025;;;;;;;;;;;;30m;75;70;;M4T;20250516 ProBarVoll M4T 30m 3D 75 70;P:\PheNo\ProteinBar\1_flights\ProBarVoll\3D\;P:\PheNo\ProteinBar\1_flights\ProBarVoll\3D\20250516 ProBarVoll M4T 30m 3D 75 70;P:\PheNo\ProteinBar\2_1_pix4d\ProBarVoll\3D\20250516 ProBarVoll M4T 30m 3D 75 70
58;DJI_202505161221_005_25-DLTFarming-Oblique-30m-75-70-M3M;RyeGrass;DLT-Farming;3D;M4T;;;16-May-2025;;;;;;;;;;;;30m;75;70;;M4T;20250516 RyeGrass M4T 30m 3D 75 70;P:\PheNo\DLT-Farming\1_flights\RyeGrass\3D\;P:\PheNo\DLT-Farming\1_flights\RyeGrass\3D\20250516 RyeGrass M4T 30m 3D 75 70;P:\PheNo\DLT-Farming\2_1_pix4d\RyeGrass\3D\20250516 RyeGrass M4T 30m 3D 75 70
59;DJI_202505161221_006_25-DiversityOats-Oblique-30m-75-70;DiversityOats;DiversityOats;3D;M4T;;;16-May-2025;;;;;;;;;;;;30m;75;70;;M4T;20250516 DiversityOats M4T 30m 3D 75 70;P:\PheNo\DiversityOats\1_flights\DiversityOats\3D\;P:\PheNo\DiversityOats\1_flights\DiversityOats\3D\20250516 DiversityOats M4T 30m 3D 75 70;P:\PheNo\DiversityOats\2_1_pix4d\DiversityOats\3D\20250516 DiversityOats M4T 30m 3D 75 70
60;DJI_202505161301_008_25-PhenoCrop-Oblique-30m-75-70;SmartWheatGram;SmartWheat - Graminor;3D;M4T;;;16-May-2025;;;;2nd flight;;;;;;;;30m;75;70;;M4T;20250516 SmartWheatGram M4T 30m 3D 75 70-2;P:\PheNo\SmartWheat\1_flights\SmartWheatGram\3D\;P:\PheNo\SmartWheat\1_flights\SmartWheatGram\3D\20250516 SmartWheatGram M4T 30m 3D 75 70-2;P:\PheNo\SmartWheat\2_1_pix4d\SmartWheatGram\3D\20250516 SmartWheatGram M4T 30m 3D 75 70-2
61;DJI_202505161301_009_25-ProBarVoll-Oblique-30m-75-70;ProBarVoll;ProteinBar - Vollebekk;3D;M4T;;;16-May-2025;;;;2nd flight;;;;;;;;30m;75;70;;M4T;20250516 ProBarVoll M4T 30m 3D 75 70-2;P:\PheNo\ProteinBar\1_flights\ProBarVoll\3D\;P:\PheNo\ProteinBar\1_flights\ProBarVoll\3D\20250516 ProBarVoll M4T 30m 3D 75 70-2;P:\PheNo\ProteinBar\2_1_pix4d\ProBarVoll\3D\20250516 ProBarVoll M4T 30m 3D 75 70-2
62;DJI_202505161318_011_25-G2BOatFrontiers-Oblique-30m-75-70;G2BOatFrontiers;Gene2Bread;3D;M4T;;;16-May-2025;;;;;;;;;;;;30m;75;70;;M4T;20250516 G2BOatFrontiers M4T 30m 3D 75 70;P:\PheNo\Gene2Bread\1_flights\G2BOatFrontiers\3D\;P:\PheNo\Gene2Bread\1_flights\G2BOatFrontiers\3D\20250516 G2BOatFrontiers M4T 30m 3D 75 70;P:\PheNo\Gene2Bread\2_1_pix4d\G2BOatFrontiers\3D\20250516 G2BOatFrontiers M4T 30m 3D 75 70
63;DJI_202505161318_012_25-RyeGrass-Oblique-30m-75-70;RyeGrass;DLT-Farming;3D;M4T;;;16-May-2025;;;;2nd flight;;;;;;;;30m;75;70;;M4T;20250516 RyeGrass M4T 30m 3D 75 70;P:\PheNo\DLT-Farming\1_flights\RyeGrass\3D\;P:\PheNo\DLT-Farming\1_flights\RyeGrass\3D\20250516 RyeGrass M4T 30m 3D 75 70;P:\PheNo\DLT-Farming\2_1_pix4d\RyeGrass\3D\20250516 RyeGrass M4T 30m 3D 75 70
64;DJI_202505161338_013_25-Soraas-Oblique-30m-70-75;ProBarSørås;ProteinBar - Søråsjordet;3D;M4T;;;16-May-2025;;;;;;;;;;;;30m;75;70;;M4T;20250516 ProBarSørås M4T 30m 3D 75 70;P:\PheNo\ProteinBar\1_flights\ProBarSørås\3D\;P:\PheNo\ProteinBar\1_flights\ProBarSørås\3D\20250516 ProBarSørås M4T 30m 3D 75 70;P:\PheNo\ProteinBar\2_1_pix4d\ProBarSørås\3D\20250516 ProBarSørås M4T 30m 3D 75 70
65;DJI_202505161132_002_25-SmartWheatBox-Oblique-30m-75-70;SmartWheatBox;SmartWheat - DroughtBOX;3D;M4T;;;16-May-2025;;;;;;;;;;;;30m;70;75;;M4T;20250516 SmartWheatBox M4T 30m 3D 70 75;P:\PheNo\SmartWheat\1_flights\SmartWheatBox\3D\;P:\PheNo\SmartWheat\1_flights\SmartWheatBox\3D\20250516 SmartWheatBox M4T 30m 3D 70 75;P:\PheNo\SmartWheat\2_1_pix4d\SmartWheatBox\3D\20250516 SmartWheatBox M4T 30m 3D 70 75
66;DJI_202505161132_001_25-SmartWheatBox-Thermal-20m-80-85;SmartWheatBox;SmartWheat - DroughtBOX;Thermal;M4T;;;16-May-2025;;;;;;;;;;;;20m;85;80;;M4T;20250516 SmartWheatBox M4T 20m Thermal 85 80;P:\PheNo\SmartWheat\1_flights\SmartWheatBox\Thermal\;P:\PheNo\SmartWheat\1_flights\SmartWheatBox\Thermal\20250516 SmartWheatBox M4T 20m Thermal 85 80;P:\PheNo\SmartWheat\2_1_pix4d\SmartWheatBox\Thermal\20250516 SmartWheatBox M4T 20m Thermal 85 80
67;DJI_202505161208_011_25-DLTFarming-Vertical-20m-80-85;RyeGrass;DLT-Farming;3D;M3M-1;;;16-May-2025;;;;;;;;;;;;20m;85;80;;M3M-1;20250516 RyeGrass M3M-1 20m 3D 85 80;P:\PheNo\DLT-Farming\1_flights\RyeGrass\3D\;P:\PheNo\DLT-Farming\1_flights\RyeGrass\3D\20250516 RyeGrass M3M-1 20m 3D 85 80;P:\PheNo\DLT-Farming\2_1_pix4d\RyeGrass\3D\20250516 RyeGrass M3M-1 20m 3D 85 80
68;DJI_202505161208_007_25-DLTFarming-MS-20m-80-85;RyeGrass;DLT-Farming;MS;M3M-1;;;16-May-2025;;;;;;;;;;;;20m;85;80;;M3M-1;20250516 RyeGrass M3M-1 20m MS 85 80;P:\PheNo\DLT-Farming\1_flights\RyeGrass\MS\;P:\PheNo\DLT-Farming\1_flights\RyeGrass\MS\20250516 RyeGrass M3M-1 20m MS 85 80;P:\PheNo\DLT-Farming\2_1_pix4d\RyeGrass\MS\20250516 RyeGrass M3M-1 20m MS 85 80
69;DJI_202505161137_003_25-G2BOatFrontiers-Vertical-20m-80-85;G2BOatFrontiers;Gene2Bread;3D;M3M-1;;;16-May-2025;;;;;;;;;;;;20m;85;80;;M3M-1;20250516 G2BOatFrontiers M3M-1 20m 3D 85 80;P:\PheNo\Gene2Bread\1_flights\G2BOatFrontiers\3D\;P:\PheNo\Gene2Bread\1_flights\G2BOatFrontiers\3D\20250516 G2BOatFrontiers M3M-1 20m 3D 85 80;P:\PheNo\Gene2Bread\2_1_pix4d\G2BOatFrontiers\3D\20250516 G2BOatFrontiers M3M-1 20m 3D 85 80
70;DJI_202505161137_002_25-G2BOatFrontiers-MS-30m-80-85;G2BOatFrontiers;Gene2Bread;MS;M3M-1;;;16-May-2025;;;;;;;;;;;;30m;85;80;;M3M-1;20250516 G2BOatFrontiers M3M-1 30m MS 85 80;P:\PheNo\Gene2Bread\1_flights\G2BOatFrontiers\MS\;P:\PheNo\Gene2Bread\1_flights\G2BOatFrontiers\MS\20250516 G2BOatFrontiers M3M-1 30m MS 85 80;P:\PheNo\Gene2Bread\2_1_pix4d\G2BOatFrontiers\MS\20250516 G2BOatFrontiers M3M-1 30m MS 85 80
71;DJI_202505161208_009_25-SmartWheatBox-MS-20m-80-85;SmartWheatBox;SmartWheat - DroughtBOX;MS;M3M-1;;;16-May-2025;;;;;;;;;;;;20m;85;80;;M3M-1;20250516 SmartWheatBox M3M-1 20m MS 85 80;P:\PheNo\SmartWheat\1_flights\SmartWheatBox\MS\;P:\PheNo\SmartWheat\1_flights\SmartWheatBox\MS\20250516 SmartWheatBox M3M-1 20m MS 85 80;P:\PheNo\SmartWheat\2_1_pix4d\SmartWheatBox\MS\20250516 SmartWheatBox M3M-1 20m MS 85 80
72;DJI_202505161210_004_25-DiversityOats-01-RGB-Horizontal-20m-8085;DiversityOats;DiversityOats;3D;M3M-2;;;16-May-2025;;;;;;;;;;;;20m;85;80;;M3M-2;20250516 DiversityOats M3M-2 20m 3D 85 80;P:\PheNo\DiversityOats\1_flights\DiversityOats\3D\;P:\PheNo\DiversityOats\1_flights\DiversityOats\3D\20250516 DiversityOats M3M-2 20m 3D 85 80;P:\PheNo\DiversityOats\2_1_pix4d\DiversityOats\3D\20250516 DiversityOats M3M-2 20m 3D 85 80
73;DJI_202505161144_002_25-DiversityOats-MS-30m-8085 INCOMPLETE;DiversityOats;DiversityOats;MS;M3M-2;;;16-May-2025;;;;;;;;;;;;30m;85;80;;M3M-2;20250516 DiversityOats M3M-2 30m MS 85 80;P:\PheNo\DiversityOats\1_flights\DiversityOats\MS\;P:\PheNo\DiversityOats\1_flights\DiversityOats\MS\20250516 DiversityOats M3M-2 30m MS 85 80;P:\PheNo\DiversityOats\2_1_pix4d\DiversityOats\MS\20250516 DiversityOats M3M-2 30m MS 85 80
74;DJI_202505161257_010_25-ProBarVoll-MS-20m-8085;ProBarVoll;ProteinBar - Vollebekk;MS;M3M-2;;;16-May-2025;;;;;;;;;;;;20m;85;80;;M3M-2;20250516 ProBarVoll M3M-2 20m MS 85 80;P:\PheNo\ProteinBar\1_flights\ProBarVoll\MS\;P:\PheNo\ProteinBar\1_flights\ProBarVoll\MS\20250516 ProBarVoll M3M-2 20m MS 85 80;P:\PheNo\ProteinBar\2_1_pix4d\ProBarVoll\MS\20250516 ProBarVoll M3M-2 20m MS 85 80
75;DJI_202505161257_013_25-SmartWheatBox-MS-20m-80-85;SmartWheatBox;SmartWheat - DroughtBOX;MS;M3M-2;;;16-May-2025;;;;;;;;;;;;20m;85;80;;M3M-2;20250516 SmartWheatBox M3M-2 20m MS 85 80;P:\PheNo\SmartWheat\1_flights\SmartWheatBox\MS\;P:\PheNo\SmartWheat\1_flights\SmartWheatBox\MS\20250516 SmartWheatBox M3M-2 20m MS 85 80;P:\PheNo\SmartWheat\2_1_pix4d\SmartWheatBox\MS\20250516 SmartWheatBox M3M-2 20m MS 85 80
76;DJI_202505161236_007_25-SmartWheatGram-MS-30m-80-85;SmartWheatGram;SmartWheat - Graminor;MS;M3M-2;;;16-May-2025;;;;;;;;;;;;30m;85;80;;M3M-2;20250516 SmartWheatGram M3M-2 30m MS 85 80;P:\PheNo\SmartWheat\1_flights\SmartWheatGram\MS\;P:\PheNo\SmartWheat\1_flights\SmartWheatGram\MS\20250516 SmartWheatGram M3M-2 30m MS 85 80;P:\PheNo\SmartWheat\2_1_pix4d\SmartWheatGram\MS\20250516 SmartWheatGram M3M-2 30m MS 85 80
77;DJI_202505161337_014_25-Søråsjordet-MS-30m-80-85;ProBarSørås;ProteinBar - Søråsjordet;MS;M3M-2;;;16-May-2025;;;;;;;;;;;;30m;85;80;;M3M-2;20250516 ProBarSørås M3M-2 30m MS 85 80;P:\PheNo\ProteinBar\1_flights\ProBarSørås\MS\;P:\PheNo\ProteinBar\1_flights\ProBarSørås\MS\20250516 ProBarSørås M3M-2 30m MS 85 80;P:\PheNo\ProteinBar\2_1_pix4d\ProBarSørås\MS\20250516 ProBarSørås M3M-2 30m MS 85 80
78;DJI_202505201421_001_25-SmartWheatBox-Thermal-20m-80-85;SmartWheatBox;SmartWheat - DroughtBOX;Thermal;M4T;;;20-May-2025;;;;;;;;;;;;20m;85;80;;M4T;20250520 SmartWheatBox M4T 20m Thermal 85 80;P:\PheNo\SmartWheat\1_flights\SmartWheatBox\Thermal\;P:\PheNo\SmartWheat\1_flights\SmartWheatBox\Thermal\20250520 SmartWheatBox M4T 20m Thermal 85 80;P:\PheNo\SmartWheat\2_1_pix4d\SmartWheatBox\Thermal\20250520 SmartWheatBox M4T 20m Thermal 85 80
79;DJI_202505201421_003_25-SmartWheatBox-RGB-12m-80-85;SmartWheatBox;SmartWheat - DroughtBOX;RGB;M4T;;;20-May-2025;;;;4K;;;;;;;;12m;85;80;;M4T;20250520 SmartWheatBox M4T 12m RGB 85 80;P:\PheNo\SmartWheat\1_flights\SmartWheatBox\RGB\;P:\PheNo\SmartWheat\1_flights\SmartWheatBox\RGB\20250520 SmartWheatBox M4T 12m RGB 85 80;P:\PheNo\SmartWheat\2_1_pix4d\SmartWheatBox\RGB\20250520 SmartWheatBox M4T 12m RGB 85 80
80;DJI_202505201421_004_25-SmartWheatBox-RGB-12m-80-85;SmartWheatBox;SmartWheat - DroughtBOX;RGB;M4T;;;20-May-2025;;;;8K;;;;;;;;12m;85;80;;M4T;20250520 SmartWheatBox M4T 12m RGB 85 80-8K;P:\PheNo\SmartWheat\1_flights\SmartWheatBox\RGB\;P:\PheNo\SmartWheat\1_flights\SmartWheatBox\RGB\20250520 SmartWheatBox M4T 12m RGB 85 80-8K;P:\PheNo\SmartWheat\2_1_pix4d\SmartWheatBox\RGB\20250520 SmartWheatBox M4T 12m RGB 85 80-8K
81;DJI_202505201421_006_25-Vollebekk-Ortho-120m-85-80;Vollebekk;Vollebekk;RGB;M4T;;;20-May-2025;;;;;;;;;;;;120m;85;80;;M4T;20250520 Vollebekk M4T 120m RGB 85 80;P:\PheNo\Vollebekk\1_flights\Vollebekk\RGB\;P:\PheNo\Vollebekk\1_flights\Vollebekk\RGB\20250520 Vollebekk M4T 120m RGB 85 80;P:\PheNo\Vollebekk\2_1_pix4d\Vollebekk\RGB\20250520 Vollebekk M4T 120m RGB 85 80
82;DJI_202505201205_001_25-SmartWheatBox-Thermal-20m-80-85;SmartWheatBox;SmartWheat - DroughtBOX;Thermal;M4T;;;20-May-2025;;;;Trash;;;;;;;;20m;85;80;;M4T;20250520 SmartWheatBox M4T 20m Thermal 85 80;P:\PheNo\SmartWheat\1_flights\SmartWheatBox\Thermal\;P:\PheNo\SmartWheat\1_flights\SmartWheatBox\Thermal\20250520 SmartWheatBox M4T 20m Thermal 85 80;P:\PheNo\SmartWheat\2_1_pix4d\SmartWheatBox\Thermal\20250520 SmartWheatBox M4T 20m Thermal 85 80
83;DJI_202505211132_011_25-Søråsjordet-MS-30m-80-80;ProBarSørås;ProteinBar - Søråsjordet;MS;M3M-2;;;21-May-2025;;;;;;;;;;;;30m;80;80;;M3M-2;20250521 ProBarSørås M3M-2 30m MS 80 80;P:\PheNo\ProteinBar\1_flights\ProBarSørås\MS\;P:\PheNo\ProteinBar\1_flights\ProBarSørås\MS\20250521 ProBarSørås M3M-2 30m MS 80 80;P:\PheNo\ProteinBar\2_1_pix4d\ProBarSørås\MS\20250521 ProBarSørås M3M-2 30m MS 80 80
84;DJI_202505211003_006_25-ProBarVoll-MS-20m-80-80;ProBarVoll;ProteinBar - Vollebekk;MS;M3M-1;;;21-May-2025;;;;;;;;;;;;20m;80;85;;M3M-1;20250521 ProBarVoll M3M-1 20m MS 80 85;P:\PheNo\ProteinBar\1_flights\ProBarVoll\MS\;P:\PheNo\ProteinBar\1_flights\ProBarVoll\MS\20250521 ProBarVoll M3M-1 20m MS 80 85;P:\PheNo\ProteinBar\2_1_pix4d\ProBarVoll\MS\20250521 ProBarVoll M3M-1 20m MS 80 85
85;DJI_202505211006_002_25-SmartWheatGram-Oblique-20m-75-70;SmartWheatGram;SmartWheat - Graminor;3D;M4T;;;21-May-2025;;;;;;;;;;;;22m;75;70;;M4T;20250521 SmartWheatGram M4T 22m 3D 75 70;P:\PheNo\SmartWheat\1_flights\SmartWheatGram\3D\;P:\PheNo\SmartWheat\1_flights\SmartWheatGram\3D\20250521 SmartWheatGram M4T 22m 3D 75 70;P:\PheNo\SmartWheat\2_1_pix4d\SmartWheatGram\3D\20250521 SmartWheatGram M4T 22m 3D 75 70
86;DJI_202505211006_004_25-DiversityOats-Oblique-20m-75-70;DiversityOats;DiversityOats;3D;M4T;;;21-May-2025;;;;;;;;;;;;20m;75;70;;M4T;20250521 DiversityOats M4T 20m 3D 75 70;P:\PheNo\DiversityOats\1_flights\DiversityOats\3D\;P:\PheNo\DiversityOats\1_flights\DiversityOats\3D\20250521 DiversityOats M4T 20m 3D 75 70;P:\PheNo\DiversityOats\2_1_pix4d\DiversityOats\3D\20250521 DiversityOats M4T 20m 3D 75 70
87;DJI_202505211040_006_25-SmartWheatBox-Oblique-20m-75-70;SmartWheatBox;SmartWheat - DroughtBOX;3D;M4T;;;21-May-2025;;;;;;;;;;;;20m;70;75;;M4T;20250521 SmartWheatBox M4T 20m 3D 70 75;P:\PheNo\SmartWheat\1_flights\SmartWheatBox\3D\;P:\PheNo\SmartWheat\1_flights\SmartWheatBox\3D\20250521 SmartWheatBox M4T 20m 3D 70 75;P:\PheNo\SmartWheat\2_1_pix4d\SmartWheatBox\3D\20250521 SmartWheatBox M4T 20m 3D 70 75
88;DJI_202505211040_008_25-SmartWheatBox-RGB-12m-80-85;SmartWheatBox;SmartWheat - DroughtBOX;RGB;M4T;;;21-May-2025;;;;;;;;;;;;12m;85;80;;M4T;20250521 SmartWheatBox M4T 12m RGB 85 80;P:\PheNo\SmartWheat\1_flights\SmartWheatBox\RGB\;P:\PheNo\SmartWheat\1_flights\SmartWheatBox\RGB\20250521 SmartWheatBox M4T 12m RGB 85 80;P:\PheNo\SmartWheat\2_1_pix4d\SmartWheatBox\RGB\20250521 SmartWheatBox M4T 12m RGB 85 80
89;DJI_202505211040_010_25-ProBarVoll-Oblique-20m-75-70;ProBarVoll;ProteinBar - Vollebekk;3D;M4T;;;21-May-2025;;;;;;;;;;;;20m;75;70;;M4T;20250521 ProBarVoll M4T 20m 3D 75 70;P:\PheNo\ProteinBar\1_flights\ProBarVoll\3D\;P:\PheNo\ProteinBar\1_flights\ProBarVoll\3D\20250521 ProBarVoll M4T 20m 3D 75 70;P:\PheNo\ProteinBar\2_1_pix4d\ProBarVoll\3D\20250521 ProBarVoll M4T 20m 3D 75 70
90;DJI_202505211040_012_25-G2BOatFrontiers-Oblique-20m-75-70;G2BOatFrontiers;Gene2Bread;3D;M4T;;;21-May-2025;;;;;;;;;;;;20m;75;70;;M4T;20250521 G2BOatFrontiers M4T 20m 3D 75 70;P:\PheNo\Gene2Bread\1_flights\G2BOatFrontiers\3D\;P:\PheNo\Gene2Bread\1_flights\G2BOatFrontiers\3D\20250521 G2BOatFrontiers M4T 20m 3D 75 70;P:\PheNo\Gene2Bread\2_1_pix4d\G2BOatFrontiers\3D\20250521 G2BOatFrontiers M4T 20m 3D 75 70
91;DJI_202505211118_014_25-DLTFarming-Oblique-20m-75-70;RyeGrass;DLT-Farming;3D;M4T;;;21-May-2025;;;;;;;;;;;;20m;75;70;;M4T;20250521 RyeGrass M4T 20m 3D 75 70;P:\PheNo\DLT-Farming\1_flights\RyeGrass\3D\;P:\PheNo\DLT-Farming\1_flights\RyeGrass\3D\20250521 RyeGrass M4T 20m 3D 75 70;P:\PheNo\DLT-Farming\2_1_pix4d\RyeGrass\3D\20250521 RyeGrass M4T 20m 3D 75 70
92;DJI_202505211130_016_25-Søråsjordet-Oblique-20m-75-70;ProBarSørås;ProteinBar - Søråsjordet;3D;M4T;;;21-May-2025;;;;;;;;;;;;20m;75;70;;M4T;20250521 ProBarSørås M4T 20m 3D 75 70;P:\PheNo\ProteinBar\1_flights\ProBarSørås\3D\;P:\PheNo\ProteinBar\1_flights\ProBarSørås\3D\20250521 ProBarSørås M4T 20m 3D 75 70;P:\PheNo\ProteinBar\2_1_pix4d\ProBarSørås\3D\20250521 ProBarSørås M4T 20m 3D 75 70
93;DJI_202505211203_018_25-Pilot-Oblique-30m-70-75;ProBarPilot;Proteinbar - Pilot;3D;M4T;;;21-May-2025;;;;;;;;;;;;30m;70;75;;M4T;20250521 ProBarPilot M4T 30m 3D 70 75;P:\PheNo\ProteinBar\1_flights\ProBarPilot\3D\;P:\PheNo\ProteinBar\1_flights\ProBarPilot\3D\20250521 ProBarPilot M4T 30m 3D 70 75;P:\PheNo\ProteinBar\2_1_pix4d\ProBarPilot\3D\20250521 ProBarPilot M4T 30m 3D 70 75
