2024-11-18 15:14:51,20240806 PHENO_CROP M3M 30m MS 80 85,"['20240806 PHENO_CROP M3M 30m MS 80 85_index_green_green.tif', '20240806 PHENO_CROP M3M 30m MS 80 85_index_nir_nir.tif', '20240806 PHENO_CROP M3M 30m MS 80 85_index_red_edge_red_edge.tif', '20240806 PHENO_CROP M3M 30m MS 80 85_index_red_red.tif', '20240806 PHENO_CROP M3M 30m MS 80 85_index_ndvi.tif']"
2024-11-18 15:14:51,20240806 PHENO_CROP P4M 20m MS 70 75,"['20240806 PHENO_CROP P4M 20m MS 80 85_index_green_green.tif', '20240806 PHENO_CROP P4M 20m MS 80 85_index_nir_nir.tif', '20240806 PHENO_CROP P4M 20m MS 80 85_index_red_edge_red_edge.tif', '20240806 PHENO_CROP P4M 20m MS 80 85_index_red_red.tif', '20240806 PHENO_CROP P4M 20m MS 80 85_index_ndvi.tif']"
2024-11-18 15:14:51,20240812 PHENO_CROP M3M 30m MS 70 75,"['20240812 PHENO_CROP M3M 30m MS 70 75_transparent_mosaic_green.tif', '20240812 PHENO_CROP M3M 30m MS 70 75_transparent_mosaic_group1.tif', '20240812 PHENO_CROP M3M 30m MS 70 75_transparent_mosaic_nir.tif', '20240812 PHENO_CROP M3M 30m MS 70 75_transparent_mosaic_red edge.tif', '20240812 PHENO_CROP M3M 30m MS 70 75_transparent_mosaic_red.tif', '20240812 PHENO_CROP M3M 30m MS 70 75_index_green_green.tif', '20240812 PHENO_CROP M3M 30m MS 70 75_index_nir_nir.tif', '20240812 PHENO_CROP M3M 30m MS 70 75_index_red_edge_red_edge.tif', '20240812 PHENO_CROP M3M 30m MS 70 75_index_red_red.tif', '20240812 PHENO_CROP M3M 30m MS 70 75_index_ndvi.tif']"
2024-11-18 15:14:51,20240812 PHENO_CROP P4M 20m MS 70 75,"['20240812 PHENO_CROP P4M 20m MS 70 75_transparent_mosaic_blue.tif', '20240812 PHENO_CROP P4M 20m MS 70 75_transparent_mosaic_green.tif', '20240812 PHENO_CROP P4M 20m MS 70 75_transparent_mosaic_group1.tif', '20240812 PHENO_CROP P4M 20m MS 70 75_transparent_mosaic_nir.tif', '20240812 PHENO_CROP P4M 20m MS 70 75_transparent_mosaic_red edge.tif', '20240812 PHENO_CROP P4M 20m MS 70 75_transparent_mosaic_red.tif', '20240812 PHENO_CROP P4M 20m MS 70 75_index_blue_blue.tif', '20240812 PHENO_CROP P4M 20m MS 70 75_index_green_green.tif', '20240812 PHENO_CROP P4M 20m MS 70 75_index_nir_nir.tif', '20240812 PHENO_CROP P4M 20m MS 70 75_index_red_edge_red_edge.tif', '20240812 PHENO_CROP P4M 20m MS 70 75_index_red_red.tif', '20240812 PHENO_CROP P4M 20m MS 70 75_index_ndvi.tif']"
2024-11-18 15:14:51,20240819 PHENO_CROP M3M 30m MS 70 75,"['20240819 PHENO_CROP M3M 30m MS 70 75_transparent_mosaic_green.tif', '20240819 PHENO_CROP M3M 30m MS 70 75_transparent_mosaic_group1.tif', '20240819 PHENO_CROP M3M 30m MS 70 75_transparent_mosaic_nir.tif', '20240819 PHENO_CROP M3M 30m MS 70 75_transparent_mosaic_red edge.tif', '20240819 PHENO_CROP M3M 30m MS 70 75_transparent_mosaic_red.tif', '20240819 PHENO_CROP M3M 30m MS 70 75_index_green_green.tif', '20240819 PHENO_CROP M3M 30m MS 70 75_index_nir_nir.tif', '20240819 PHENO_CROP M3M 30m MS 70 75_index_red_edge_red_edge.tif', '20240819 PHENO_CROP M3M 30m MS 70 75_index_red_red.tif', '20240819 PHENO_CROP M3M 30m MS 70 75_index_ndvi.tif']"
2024-11-18 15:14:51,20240819 PHENO_CROP P4M 20m MS 70 75,"['20240819 PHENO_CROP P4M 20m MS 70 75_transparent_mosaic_blue.tif', '20240819 PHENO_CROP P4M 20m MS 70 75_transparent_mosaic_green.tif', '20240819 PHENO_CROP P4M 20m MS 70 75_transparent_mosaic_group1.tif', '20240819 PHENO_CROP P4M 20m MS 70 75_transparent_mosaic_nir.tif', '20240819 PHENO_CROP P4M 20m MS 70 75_transparent_mosaic_red edge.tif', '20240819 PHENO_CROP P4M 20m MS 70 75_transparent_mosaic_red.tif', '20240819 PHENO_CROP P4M 20m MS 70 75_index_blue_blue.tif', '20240819 PHENO_CROP P4M 20m MS 70 75_index_green_green.tif', '20240819 PHENO_CROP P4M 20m MS 70 75_index_nir_nir.tif', '20240819 PHENO_CROP P4M 20m MS 70 75_index_red_edge_red_edge.tif', '20240819 PHENO_CROP P4M 20m MS 70 75_index_red_red.tif', '20240819 PHENO_CROP P4M 20m MS 70 75_index_ndvi.tif']"
2024-11-18 15:14:51,LIST_mesh_found
2024-11-18 15:14:51,20240606 PHENO_CROP M3M 20m MS 80 85,[]
2024-11-18 15:14:51,20240607 PHENO_CROP M3M 30m MS 80 85,[]
2024-11-18 15:14:51,20240611 PHENO_CROP M3M 30m MS 80 85,[]
