#;Foldername;Flight Field ID;Project;Route type (MS, 3D, Thermal, RGB);Drone Model;Drone Pilot;Reflectance Panel (New/Old);Flight Date;Flight Start;Flight End;Wind Speed;Flight Comments;Step 1 P4D Proj.;Done by;Workable Data;P4D Processing;Done by;PC Used;Processing Comments;Flight Height;Side Overlap;Front Overlap;Wind (m/s);Drone type;New folder name;Root Folder;Flight path;Pix4D path
426;DJI_202507281136_003_25-E166-Oblique-20m-85-80;ProBarE166;Proteinbar - E166;3D;M3M-2;Frederic;;28-Jul-2025;11:42;11:56;;;;;;Yes;Kristoffer;Thinkstation P8;;20m;85;80;3,9;M3M-2;20250728 ProBarE166 M3M-2 20m 3D 85 80;P:\PheNo\ProteinBar\1_flights\ProBarE166\3D\;P:\PheNo\ProteinBar\1_flights\ProBarE166\3D\20250728 ProBarE166 M3M-2 20m 3D 85 80;P:\PheNo\ProteinBar\2_1_pix4d\ProBarE166\3D\20250728 ProBarE166 M3M-2 20m 3D 85 80
427;DJI_202507281224_007_25-E166-MS-30m-85-80;ProBarE166;Proteinbar - E166;MS;M3M-2;Frederic;old+carpet;28-Jul-2025;12:28;12:30;;;;;;Yes;Kristoffer;Thinkstation P8;;30m;85;80;2,2;M3M-2;20250728 ProBarE166 M3M-2 30m MS 85 80;P:\PheNo\ProteinBar\1_flights\ProBarE166\MS\;P:\PheNo\ProteinBar\1_flights\ProBarE166\MS\20250728 ProBarE166 M3M-2 30m MS 85 80;P:\PheNo\ProteinBar\2_1_pix4d\ProBarE166\MS\20250728 ProBarE166 M3M-2 30m MS 85 80
428;DJI_202507281224_006_25-Soldeling-MS-30m-80-85;Soldeling;Soldeling i Landbruk;MS;M3M-2;Frederic;old+carpet;28-Jul-2025;12:26;12:27;;;;;;;;;;30m;80;85;1,87;M3M-2;20250728 Soldeling M3M-2 30m MS 80 85;P:\PheNo\Soldeling\1_flights\Soldeling\MS\;P:\PheNo\Soldeling\1_flights\Soldeling\MS\20250728 Soldeling M3M-2 30m MS 80 85;P:\PheNo\Soldeling\2_1_pix4d\Soldeling\MS\20250728 Soldeling M3M-2 30m MS 80 85
429;DJI_202507281328_015_25-Søråsjordet-MS-30m-80-80;ProBarSørås;ProteinBar - Søråsjordet;MS;M3M-2;Frederic;old+carpet;28-Jul-2025;13:29;13:43;;;;;;;;;;30m;80;80;1,93;M3M-2;20250728 ProBarSørås M3M-2 30m MS 80 80;P:\PheNo\ProteinBar\1_flights\ProBarSørås\MS\;P:\PheNo\ProteinBar\1_flights\ProBarSørås\MS\20250728 ProBarSørås M3M-2 30m MS 80 80;P:\PheNo\ProteinBar\2_1_pix4d\ProBarSørås\MS\20250728 ProBarSørås M3M-2 30m MS 80 80
430;DJI_202507291143_001_25-RobOat-20m-Oblique-80-85;RobOat;RobOat;3D;M4T;Christopher;;29-Jul-2025;11:48;11:56;;;;;;Yes;Kristoffer;Thinkstation P8;;20m;80;85;4,4;M4T;20250729 RobOat M4T 20m 3D 80 85;P:\PheNo\RobOat\1_flights\RobOat\3D\;P:\PheNo\RobOat\1_flights\RobOat\3D\20250729 RobOat M4T 20m 3D 80 85;P:\PheNo\RobOat\2_1_pix4d\RobOat\3D\20250729 RobOat M4T 20m 3D 80 85
431;DJI_202507291134_002_25-RobOat-12m-MS-85-80;RobOat;RobOat;MS;M3M-1;Christopher;new+carpet;29-Jul-2025;11:23;11:34;;;;;;;;;;12m;85;80;4,4;M3M-1;20250729 RobOat M3M-1 12m MS 85 80;P:\PheNo\RobOat\1_flights\RobOat\MS\;P:\PheNo\RobOat\1_flights\RobOat\MS\20250729 RobOat M3M-1 12m MS 85 80;P:\PheNo\RobOat\2_1_pix4d\RobOat\MS\20250729 RobOat M3M-1 12m MS 85 80
432;DJI_202507280958_010_25-Pilot-Oblique-30m-70-75;ProBarPilot;Proteinbar - Pilot;3D;M4T;Frederic;;28-Jul-2025;10:00;10:10;;;;;;Yes;Kristoffer;Thinkstation P8;;30m;70;75;;M4T;20250728 ProBarPilot M4T 30m 3D 70 75;P:\PheNo\ProteinBar\1_flights\ProBarPilot\3D\;P:\PheNo\ProteinBar\1_flights\ProBarPilot\3D\20250728 ProBarPilot M4T 30m 3D 70 75;P:\PheNo\ProteinBar\2_1_pix4d\ProBarPilot\3D\20250728 ProBarPilot M4T 30m 3D 70 75
433;DJI_202507280949_009_25-Soldeling-Oblique-20m-70-75;Soldeling;Soldeling i Landbruk;3D;M4T;Frederic;;28-Jul-2025;09:50;09:57;;;;;;;;;;20m;70;75;;M4T;20250728 Soldeling M4T 20m 3D 70 75;P:\PheNo\Soldeling\1_flights\Soldeling\3D\;P:\PheNo\Soldeling\1_flights\Soldeling\3D\20250728 Soldeling M4T 20m 3D 70 75;P:\PheNo\Soldeling\2_1_pix4d\Soldeling\3D\20250728 Soldeling M4T 20m 3D 70 75
434;DJI_202507280922_008_25-Søråsjordet-Oblique-20m-75-70;ProBarSørås;ProteinBar - Søråsjordet;3D;M4T;Frederic;;28-Jul-2025;09:24;09:42;;;;;;;;;;20m;75;70;;M4T;20250728 ProBarSørås M4T 20m 3D 75 70;P:\PheNo\ProteinBar\1_flights\ProBarSørås\3D\;P:\PheNo\ProteinBar\1_flights\ProBarSørås\3D\20250728 ProBarSørås M4T 20m 3D 75 70;P:\PheNo\ProteinBar\2_1_pix4d\ProBarSørås\3D\20250728 ProBarSørås M4T 20m 3D 75 70
435;DJI_202507281019_011_25-G2BOatFrontiers-Oblique-20m-75-70;G2BOatFrontiers;Gene2Bread;3D;M4T;Frederic;;28-Jul-2025;10:21;10:27;;;;;;Yes;Kristoffer ;Thinkstation P8;;20m;75;70;;M4T;20250728 G2BOatFrontiers M4T 20m 3D 75 70;P:\PheNo\Gene2Bread\1_flights\G2BOatFrontiers\3D\;P:\PheNo\Gene2Bread\1_flights\G2BOatFrontiers\3D\20250728 G2BOatFrontiers M4T 20m 3D 75 70;P:\PheNo\Gene2Bread\2_1_pix4d\G2BOatFrontiers\3D\20250728 G2BOatFrontiers M4T 20m 3D 75 70
436;DJI_202507291143_002_25-RobOat-30m-Thermal-80-85;RobOat;RobOat;Thermal;M4T;Christopher;FLIR;29-Jul-2025;11:57;12:00;;;;;;;;;;30m;80;85;4,6;M4T;20250729 RobOat M4T 30m Thermal 80 85;P:\PheNo\RobOat\1_flights\RobOat\Thermal\;P:\PheNo\RobOat\1_flights\RobOat\Thermal\20250729 RobOat M4T 30m Thermal 80 85;P:\PheNo\RobOat\2_1_pix4d\RobOat\Thermal\20250729 RobOat M4T 30m Thermal 80 85
437;DJI_202507281019_012_25-DiversityOats-Oblique-20m-75-70;DiversityOats;DiversityOats;3D;M4T;Frederic;;28-Jul-2025;10:28;10:41;;;;;;Yes;Kristoffer;Thinkstation P8;Flight does not look consistent;20m;75;70;;M4T;20250728 DiversityOats M4T 20m 3D 75 70;P:\PheNo\DiversityOats\1_flights\DiversityOats\3D\;P:\PheNo\DiversityOats\1_flights\DiversityOats\3D\20250728 DiversityOats M4T 20m 3D 75 70;P:\PheNo\DiversityOats\2_1_pix4d\DiversityOats\3D\20250728 DiversityOats M4T 20m 3D 75 70
438;DJI_202507281046_013_25-ProBarVoll-Oblique-20m-75-70-copy;ProBarVoll;ProteinBar - Vollebekk;Not found;M4T;Frederic;;28-Jul-2025;10:48;10:56;;;;;;;;;;;;;;M4T;20250728 ProBarVoll M4T  Not found  ;#I/T;#I/T;#I/T
439;DJI_202507281046_014_25-SmartWheatGram-Oblique-20m-75-70;SmartWheatGram;SmartWheat - Graminor;3D;M4T;Frederic;;28-Jul-2025;10:55;11:10;;;;;;Yes;Kristoffer;Thinkstation P8;;22m;75;70;;M4T;20250728 SmartWheatGram M4T 22m 3D 75 70;P:\PheNo\SmartWheat\1_flights\SmartWheatGram\3D\;P:\PheNo\SmartWheat\1_flights\SmartWheatGram\3D\20250728 SmartWheatGram M4T 22m 3D 75 70;P:\PheNo\SmartWheat\2_1_pix4d\SmartWheatGram\3D\20250728 SmartWheatGram M4T 22m 3D 75 70
440;DJI_202507281046_015_25-DLTFarming-Oblique-20m-75-70;RyeGrass;DLT-Farming;3D;M4T;Frederic;;28-Jul-2025;11:09;11:16;;;;;;Not needed;;;;20m;75;70;;M4T;20250728 RyeGrass M4T 20m 3D 75 70;P:\PheNo\DLT-Farming\1_flights\RyeGrass\3D\;P:\PheNo\DLT-Farming\1_flights\RyeGrass\3D\20250728 RyeGrass M4T 20m 3D 75 70;P:\PheNo\DLT-Farming\2_1_pix4d\RyeGrass\3D\20250728 RyeGrass M4T 20m 3D 75 70
441;DJI_202507281203_018_25-SmartWheatBox-Oblique-20m-75-70;SmartWheatBox;SmartWheat - DroughtBOX;3D;M4T;Frederic;;28-Jul-2025;12:11;12:11;;;;;;Yes;Kristoffer;Thinkstation P8;;20m;70;75;;M4T;20250728 SmartWheatBox M4T 20m 3D 70 75;P:\PheNo\SmartWheat\1_flights\SmartWheatBox\3D\;P:\PheNo\SmartWheat\1_flights\SmartWheatBox\3D\20250728 SmartWheatBox M4T 20m 3D 70 75;P:\PheNo\SmartWheat\2_1_pix4d\SmartWheatBox\3D\20250728 SmartWheatBox M4T 20m 3D 70 75
442;DJI_202507281203_017_25-SmartWheatBox-RGB-12m-80-85;SmartWheatBox;SmartWheat - DroughtBOX;RGB;M4T;Frederic;;28-Jul-2025;12:06;12:10;;;;;;;;;;12m;85;80;;M4T;20250728 SmartWheatBox M4T 12m RGB 85 80;P:\PheNo\SmartWheat\1_flights\SmartWheatBox\RGB\;P:\PheNo\SmartWheat\1_flights\SmartWheatBox\RGB\20250728 SmartWheatBox M4T 12m RGB 85 80;P:\PheNo\SmartWheat\2_1_pix4d\SmartWheatBox\RGB\20250728 SmartWheatBox M4T 12m RGB 85 80
443;DJI_202507281315_023_25-SmartWheatBox-Thermal-20m-80-85;SmartWheatBox;SmartWheat - DroughtBOX;Thermal;M4T;Frederic;;28-Jul-2025;13:28;13:32;;;;;;;;;;20m;85;80;;M4T;20250728 SmartWheatBox M4T 20m Thermal 85 80;P:\PheNo\SmartWheat\1_flights\SmartWheatBox\Thermal\;P:\PheNo\SmartWheat\1_flights\SmartWheatBox\Thermal\20250728 SmartWheatBox M4T 20m Thermal 85 80;P:\PheNo\SmartWheat\2_1_pix4d\SmartWheatBox\Thermal\20250728 SmartWheatBox M4T 20m Thermal 85 80
444;DJI_202507301259_003_25-SmartWheatBox-MS-20m-85-80;SmartWheatBox;SmartWheat - DroughtBOX;MS;M3M-1;Christopher;new+carpet;30-Jul-2025;13:01;13:04;;;;;;Yes ;Kristoffer ;Thinkstation P8;;20m;85;80;4,6;M3M-1;20250730 SmartWheatBox M3M-1 20m MS 85 80;P:\PheNo\SmartWheat\1_flights\SmartWheatBox\MS\;P:\PheNo\SmartWheat\1_flights\SmartWheatBox\MS\20250730 SmartWheatBox M3M-1 20m MS 85 80;P:\PheNo\SmartWheat\2_1_pix4d\SmartWheatBox\MS\20250730 SmartWheatBox M3M-1 20m MS 85 80
445;DJI_202508040921_002_25-DiversityOats-Oblique-20m-75-70;DiversityOats;DiversityOats;3D;M4T;Christopher;;4-Aug-2025;09:24;09:36;;;;;;Yes;Kristoffer;Thinkstation P8;;20m;75;70;2,3;M4T;20250804 DiversityOats M4T 20m 3D 75 70;P:\PheNo\DiversityOats\1_flights\DiversityOats\3D\;P:\PheNo\DiversityOats\1_flights\DiversityOats\3D\20250804 DiversityOats M4T 20m 3D 75 70;P:\PheNo\DiversityOats\2_1_pix4d\DiversityOats\3D\20250804 DiversityOats M4T 20m 3D 75 70
446;DJI_202508041027_009_25-SmartWheatGram-Oblique-20m-75-70;SmartWheatGram;SmartWheat - Graminor;3D;M4T;Christopher;;4-Aug-2025;10:28;10:42;;;;;;Yes;Kristoffer;Thinkstation P8;;22m;75;70;3,06;M4T;20250804 SmartWheatGram M4T 22m 3D 75 70;P:\PheNo\SmartWheat\1_flights\SmartWheatGram\3D\;P:\PheNo\SmartWheat\1_flights\SmartWheatGram\3D\20250804 SmartWheatGram M4T 22m 3D 75 70;P:\PheNo\SmartWheat\2_1_pix4d\SmartWheatGram\3D\20250804 SmartWheatGram M4T 22m 3D 75 70
447;DJI_202508040954_008_25-RobOat-20m-Oblique-80-85;RobOat;RobOat;3D;M4T;Christopher;;4-Aug-2025;10:17;10:25;;;;;;;;;;20m;80;85;2,9;M4T;20250804 RobOat M4T 20m 3D 80 85;P:\PheNo\RobOat\1_flights\RobOat\3D\;P:\PheNo\RobOat\1_flights\RobOat\3D\20250804 RobOat M4T 20m 3D 80 85;P:\PheNo\RobOat\2_1_pix4d\RobOat\3D\20250804 RobOat M4T 20m 3D 80 85
448;DJI_202508040954_007_25-ProBarVoll-Oblique-20m-75-70;ProBarVoll;ProteinBar - Vollebekk;3D;M4T;Christopher;FLIR;4-Aug-2025;10:10;10:16;;;;;;;;;;20m;75;70;2,4;M4T;20250804 ProBarVoll M4T 20m 3D 75 70;P:\PheNo\ProteinBar\1_flights\ProBarVoll\3D\;P:\PheNo\ProteinBar\1_flights\ProBarVoll\3D\20250804 ProBarVoll M4T 20m 3D 75 70;P:\PheNo\ProteinBar\2_1_pix4d\ProBarVoll\3D\20250804 ProBarVoll M4T 20m 3D 75 70
449;DJI_202507311405_002_25-RobOat-12m-MS-85-80;RobOat;RobOat;MS;M3M-1;Ludvik;New+Carpet;31-Jul-2025;13:30;13:31;;Wrong date should be 20250803, clouded;;;;;;;;12m;85;80;3;M3M-1;20250731 RobOat M3M-1 12m MS 85 80;P:\PheNo\RobOat\1_flights\RobOat\MS\;P:\PheNo\RobOat\1_flights\RobOat\MS\20250731 RobOat M3M-1 12m MS 85 80;P:\PheNo\RobOat\2_1_pix4d\RobOat\MS\20250731 RobOat M3M-1 12m MS 85 80
450;DJI_202508031337_002_25-RobOat-20m-Oblique-80-85;RobOat;RobOat;3D;M4T;Ludvik;;3-Aug-2025;13:39;13:47;;;;;;Yes;Kristoffer;Thinkstation P8;;20m;80;85;2,666666667;M4T;20250803 RobOat M4T 20m 3D 80 85;P:\PheNo\RobOat\1_flights\RobOat\3D\;P:\PheNo\RobOat\1_flights\RobOat\3D\20250803 RobOat M4T 20m 3D 80 85;P:\PheNo\RobOat\2_1_pix4d\RobOat\3D\20250803 RobOat M4T 20m 3D 80 85
451;DJI_202508031337_004_25-RobOat-30m-Thermal-80-85;RobOat;RobOat;Thermal;M4T;Ludvik;FLIR;3-Aug-2025;13:33;13:35;;Cloud covers sun;;;;;;;;30m;80;85;2,3;M4T;20250803 RobOat M4T 30m Thermal 80 85;P:\PheNo\RobOat\1_flights\RobOat\Thermal\;P:\PheNo\RobOat\1_flights\RobOat\Thermal\20250803 RobOat M4T 30m Thermal 80 85;P:\PheNo\RobOat\2_1_pix4d\RobOat\Thermal\20250803 RobOat M4T 30m Thermal 80 85
452;DJI_202508040954_006_25-DLTFarming-Oblique-20m-75-70;RyeGrass;DLT-Farming;3D;M4T;Christopher;;4-Aug-2025;10:03;10:09;;;;;;;;;;20m;75;70;3,7;M4T;20250804 RyeGrass M4T 20m 3D 75 70;P:\PheNo\DLT-Farming\1_flights\RyeGrass\3D\;P:\PheNo\DLT-Farming\1_flights\RyeGrass\3D\20250804 RyeGrass M4T 20m 3D 75 70;P:\PheNo\DLT-Farming\2_1_pix4d\RyeGrass\3D\20250804 RyeGrass M4T 20m 3D 75 70
453;DJI_202508040954_005_25-G2BOatFrontiers-Oblique-20m-75-70;G2BOatFrontiers;Gene2Bread;3D;M4T;Christopher;;4-Aug-2025;09:56;10:01;;;;;;Yes;Kristoffer;Thinkstation P8;;20m;75;70;2,86;M4T;20250804 G2BOatFrontiers M4T 20m 3D 75 70;P:\PheNo\Gene2Bread\1_flights\G2BOatFrontiers\3D\;P:\PheNo\Gene2Bread\1_flights\G2BOatFrontiers\3D\20250804 G2BOatFrontiers M4T 20m 3D 75 70;P:\PheNo\Gene2Bread\2_1_pix4d\G2BOatFrontiers\3D\20250804 G2BOatFrontiers M4T 20m 3D 75 70
454;DJI_202508040921_004_25-SmartWheatBox-Oblique-20m-75-70;SmartWheatBox;SmartWheat - DroughtBOX;3D;M4T;Christopher;;4-Aug-2025;09:40;09:51;;;;;;Yes;Kristoffer;Thinkstation P8;;20m;70;75;3,93;M4T;20250804 SmartWheatBox M4T 20m 3D 70 75;P:\PheNo\SmartWheat\1_flights\SmartWheatBox\3D\;P:\PheNo\SmartWheat\1_flights\SmartWheatBox\3D\20250804 SmartWheatBox M4T 20m 3D 70 75;P:\PheNo\SmartWheat\2_1_pix4d\SmartWheatBox\3D\20250804 SmartWheatBox M4T 20m 3D 70 75
455;DJI_202508040921_003_25-SmartWheatBox-RGB-12m-80-85;SmartWheatBox;SmartWheat - DroughtBOX;RGB;M4T;Christopher;;4-Aug-2025;09:37;09:39;;;;;;;;;;12m;85;80;1,85;M4T;20250804 SmartWheatBox M4T 12m RGB 85 80;P:\PheNo\SmartWheat\1_flights\SmartWheatBox\RGB\;P:\PheNo\SmartWheat\1_flights\SmartWheatBox\RGB\20250804 SmartWheatBox M4T 12m RGB 85 80;P:\PheNo\SmartWheat\2_1_pix4d\SmartWheatBox\RGB\20250804 SmartWheatBox M4T 12m RGB 85 80
456;DJI_202507311420_002_25-RobOat-20m-Oblique-80-85;RobOat;RobOat;3D;M4T;Mia;;31-Jul-2025;14:22;14:30;;;;;;Yes;Kristoffer;Thinkstation P8;;20m;80;85;1,73;M4T;20250731 RobOat M4T 20m 3D 80 85;P:\PheNo\RobOat\1_flights\RobOat\3D\;P:\PheNo\RobOat\1_flights\RobOat\3D\20250731 RobOat M4T 20m 3D 80 85;P:\PheNo\RobOat\2_1_pix4d\RobOat\3D\20250731 RobOat M4T 20m 3D 80 85
457;DJI_202507311420_004_25-RobOat-30m-Thermal-80-85;RobOat;RobOat;Thermal;M4T;Mia;FLIR;31-Jul-2025;14:36;14:39;;;;;;;;;;30m;80;85;1,47;M4T;20250731 RobOat M4T 30m Thermal 80 85;P:\PheNo\RobOat\1_flights\RobOat\Thermal\;P:\PheNo\RobOat\1_flights\RobOat\Thermal\20250731 RobOat M4T 30m Thermal 80 85;P:\PheNo\RobOat\2_1_pix4d\RobOat\Thermal\20250731 RobOat M4T 30m Thermal 80 85
458;DJI_202507311348_002_25-RobOat-12m-MS-85-80;RobOat;RobOat;MS;M3M-1;Mia;new+carpet;31-Jul-2025;13:51;14:01;;;;;;;;;;12m;85;80;2,9;M3M-1;20250731 RobOat M3M-1 12m MS 85 80;P:\PheNo\RobOat\1_flights\RobOat\MS\;P:\PheNo\RobOat\1_flights\RobOat\MS\20250731 RobOat M3M-1 12m MS 85 80;P:\PheNo\RobOat\2_1_pix4d\RobOat\MS\20250731 RobOat M3M-1 12m MS 85 80
459;DJI_202508061120_002_25-Soldeling-MS-30m-80-85;Soldeling;Soldeling i Landbruk;MS;M3M-2;Ivar;old+carpet;6-Aug-2025;11:22;11:28;;;;;;;;;;30m;80;85;3,566666667;M3M-2;20250806 Soldeling M3M-2 30m MS 80 85;P:\PheNo\Soldeling\1_flights\Soldeling\MS\;P:\PheNo\Soldeling\1_flights\Soldeling\MS\20250806 Soldeling M3M-2 30m MS 80 85;P:\PheNo\Soldeling\2_1_pix4d\Soldeling\MS\20250806 Soldeling M3M-2 30m MS 80 85
460;DJI_202508061134_005_25-E166-MS-30m-85-80;ProBarE166;Proteinbar - E166;MS;M3M-2;Ivar;old+carpet;6-Aug-2025;11:36;11:39;;;;;;Yes;Kristoffer ;Thinkstation P8;;30m;85;80;6,7;M3M-2;20250806 ProBarE166 M3M-2 30m MS 85 80;P:\PheNo\ProteinBar\1_flights\ProBarE166\MS\;P:\PheNo\ProteinBar\1_flights\ProBarE166\MS\20250806 ProBarE166 M3M-2 30m MS 85 80;P:\PheNo\ProteinBar\2_1_pix4d\ProBarE166\MS\20250806 ProBarE166 M3M-2 30m MS 85 80
461;DJI_202508061134_006_25-E166-Oblique-20m-85-80;ProBarE166;Proteinbar - E166;3D;M3M-2;Ivar;old+carpet;6-Aug-2025;11:40;11:53;;;;;;Yes ;Kristoffer ;Thinkstation P8;;20m;85;80;5,65;M3M-2;20250806 ProBarE166 M3M-2 20m 3D 85 80;P:\PheNo\ProteinBar\1_flights\ProBarE166\3D\;P:\PheNo\ProteinBar\1_flights\ProBarE166\3D\20250806 ProBarE166 M3M-2 20m 3D 85 80;P:\PheNo\ProteinBar\2_1_pix4d\ProBarE166\3D\20250806 ProBarE166 M3M-2 20m 3D 85 80
462;DJI_202508061201_008_25-Søråsjordet-MS-30m-80-80;ProBarSørås;ProteinBar - Søråsjordet;MS;M3M-2;Ivar;old+carpet;6-Aug-2025;12:03;12:18;;;;;;;;;;30m;80;80;4,333333333;M3M-2;20250806 ProBarSørås M3M-2 30m MS 80 80;P:\PheNo\ProteinBar\1_flights\ProBarSørås\MS\;P:\PheNo\ProteinBar\1_flights\ProBarSørås\MS\20250806 ProBarSørås M3M-2 30m MS 80 80;P:\PheNo\ProteinBar\2_1_pix4d\ProBarSørås\MS\20250806 ProBarSørås M3M-2 30m MS 80 80
463;DJI_202508061237_011_25-Pilot-30m-MS-70-75;ProBarPilot;Proteinbar - Pilot;MS;M3M-2;Ivar;old+carpet;6-Aug-2025;12:38;12:54;;;;;;Yes;Kristoffer;Thinkstation P8;;30m;70;75;6,8;M3M-2;20250806 ProBarPilot M3M-2 30m MS 70 75;P:\PheNo\ProteinBar\1_flights\ProBarPilot\MS\;P:\PheNo\ProteinBar\1_flights\ProBarPilot\MS\20250806 ProBarPilot M3M-2 30m MS 70 75;P:\PheNo\ProteinBar\2_1_pix4d\ProBarPilot\MS\20250806 ProBarPilot M3M-2 30m MS 70 75
464;DJI_202508061230_016_25-DiversityOats-MS-30m-85-80;DiversityOats;DiversityOats;MS;M3M-1;Frederic;new+carpet;6-Aug-2025;12:52;13:02;;;;;;Yes;Kristoffer;Thinkstation P8;;30m;85;80;1,75;M3M-1;20250806 DiversityOats M3M-1 30m MS 85 80;P:\PheNo\DiversityOats\1_flights\DiversityOats\MS\;P:\PheNo\DiversityOats\1_flights\DiversityOats\MS\20250806 DiversityOats M3M-1 30m MS 85 80;P:\PheNo\DiversityOats\2_1_pix4d\DiversityOats\MS\20250806 DiversityOats M3M-1 30m MS 85 80
465;DJI_202508061230_015_25-G2BOatFrontiers-MS-20m-85-80;G2BOatFrontiers;Gene2Bread;MS;M3M-1;Frederic;new+carpet;6-Aug-2025;12:42;12:51;;;;;;Yes;Kristoffer;Thinkstation P8;;20m;85;80;0,95;M3M-1;20250806 G2BOatFrontiers M3M-1 20m MS 85 80;P:\PheNo\Gene2Bread\1_flights\G2BOatFrontiers\MS\;P:\PheNo\Gene2Bread\1_flights\G2BOatFrontiers\MS\20250806 G2BOatFrontiers M3M-1 20m MS 85 80;P:\PheNo\Gene2Bread\2_1_pix4d\G2BOatFrontiers\MS\20250806 G2BOatFrontiers M3M-1 20m MS 85 80
466;DJI_202508061209_012_25-SmartWheatGram-MS-30m-80-80;SmartWheatGram;SmartWheat - Graminor;MS;M3M-1;Frederic;new+carpet;6-Aug-2025;12:13;12:30;;;;;;Yes;Kristoffer;Thinkstation P8;;30m;80;80;2,1;M3M-1;20250806 SmartWheatGram M3M-1 30m MS 80 80;P:\PheNo\SmartWheat\1_flights\SmartWheatGram\MS\;P:\PheNo\SmartWheat\1_flights\SmartWheatGram\MS\20250806 SmartWheatGram M3M-1 30m MS 80 80;P:\PheNo\SmartWheat\2_1_pix4d\SmartWheatGram\MS\20250806 SmartWheatGram M3M-1 30m MS 80 80
467;DJI_202508061144_009_25-RobOat-12m-MS-85-80;RobOat;RobOat;MS;M3M-1;Frederic;new+carpet;6-Aug-2025;11:57;12:07;;;;;;;;;;12m;85;80;0,55;M3M-1;20250806 RobOat M3M-1 12m MS 85 80;P:\PheNo\RobOat\1_flights\RobOat\MS\;P:\PheNo\RobOat\1_flights\RobOat\MS\20250806 RobOat M3M-1 12m MS 85 80;P:\PheNo\RobOat\2_1_pix4d\RobOat\MS\20250806 RobOat M3M-1 12m MS 85 80
468;DJI_202508061144_008_25-DLTFarming-MS-20m-85-80;RyeGrass;DLT-Farming;MS;M3M-1;Frederic;new+carpet;6-Aug-2025;11:45;11:57;;;;;;;;;;20m;85;80;1,05;M3M-1;20250806 RyeGrass M3M-1 20m MS 85 80;P:\PheNo\DLT-Farming\1_flights\RyeGrass\MS\;P:\PheNo\DLT-Farming\1_flights\RyeGrass\MS\20250806 RyeGrass M3M-1 20m MS 85 80;P:\PheNo\DLT-Farming\2_1_pix4d\RyeGrass\MS\20250806 RyeGrass M3M-1 20m MS 85 80
469;DJI_202508061119_006_25-SmartWheatBox-MS-20m-85-80;SmartWheatBox;SmartWheat - DroughtBOX;MS;M3M-1;Frederic;new+carpet;6-Aug-2025;11:38;11:43;;;;;;Yes ;Kristoffer;Thinkstation P8;;20m;85;80;;M3M-1;20250806 SmartWheatBox M3M-1 20m MS 85 80;P:\PheNo\SmartWheat\1_flights\SmartWheatBox\MS\;P:\PheNo\SmartWheat\1_flights\SmartWheatBox\MS\20250806 SmartWheatBox M3M-1 20m MS 85 80;P:\PheNo\SmartWheat\2_1_pix4d\SmartWheatBox\MS\20250806 SmartWheatBox M3M-1 20m MS 85 80
470;DJI_202508061119_004_25-ProBarVoll-MS-20m-80-80;ProBarVoll;ProteinBar - Vollebekk;MS;M3M-1;Frederic;new+carpet;6-Aug-2025;11:21;11:32;;;;;;;;;;20m;80;80;0,95;M3M-1;20250806 ProBarVoll M3M-1 20m MS 80 80;P:\PheNo\ProteinBar\1_flights\ProBarVoll\MS\;P:\PheNo\ProteinBar\1_flights\ProBarVoll\MS\20250806 ProBarVoll M3M-1 20m MS 80 80;P:\PheNo\ProteinBar\2_1_pix4d\ProBarVoll\MS\20250806 ProBarVoll M3M-1 20m MS 80 80
471;DJI_202508061119_002_25-Pilot-Oblique-30m-70-75;ProBarPilot;Proteinbar - Pilot;3D;M4T;Christopher;;6-Aug-2025;11:20;11:30;;;;;;Yes;Kristoffer;Thinkstation P8;;30m;70;75;5,9;M4T;20250806 ProBarPilot M4T 30m 3D 70 75;P:\PheNo\ProteinBar\1_flights\ProBarPilot\3D\;P:\PheNo\ProteinBar\1_flights\ProBarPilot\3D\20250806 ProBarPilot M4T 30m 3D 70 75;P:\PheNo\ProteinBar\2_1_pix4d\ProBarPilot\3D\20250806 ProBarPilot M4T 30m 3D 70 75
472;DJI_202508061119_003_25-Soldeling-Oblique-20m-70-75;Soldeling;Soldeling i Landbruk;3D;M4T;Christopher;;6-Aug-2025;11:31;11:36;;;;;;;;;;20m;70;75;5,95;M4T;20250806 Soldeling M4T 20m 3D 70 75;P:\PheNo\Soldeling\1_flights\Soldeling\3D\;P:\PheNo\Soldeling\1_flights\Soldeling\3D\20250806 Soldeling M4T 20m 3D 70 75;P:\PheNo\Soldeling\2_1_pix4d\Soldeling\3D\20250806 Soldeling M4T 20m 3D 70 75
473;DJI_202508061202_005_25-Søråsjordet-Oblique-20m-75-70;ProBarSørås;ProteinBar - Søråsjordet;3D;M4T;Christopher;;6-Aug-2025;12:06;12:23;;;;;;;;;;20m;75;70;5,65;M4T;20250806 ProBarSørås M4T 20m 3D 75 70;P:\PheNo\ProteinBar\1_flights\ProBarSørås\3D\;P:\PheNo\ProteinBar\1_flights\ProBarSørås\3D\20250806 ProBarSørås M4T 20m 3D 75 70;P:\PheNo\ProteinBar\2_1_pix4d\ProBarSørås\3D\20250806 ProBarSørås M4T 20m 3D 75 70
